"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Interpretarea unui repertoriu diversificat de lucrări muzicale, cu elemente omofone si polifone","1.1.","edmuz7-1.1","exerciții de respirație, emisie, dicție, frazare","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2048","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Interpretarea unui repertoriu diversificat de lucrări muzicale, cu elemente omofone si polifone","1.1.","edmuz7-1.1","exerciții ritmice și de intonație, în context armonic și polifonic","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2049","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Interpretarea unui repertoriu diversificat de lucrări muzicale, cu elemente omofone si polifone","1.1.","edmuz7-1.1","înregistrarea pieselor interpretate cu ajutorul mijloacelor electronice","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2050","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Acompanierea instrumentală a unor lucrări vocale/corale *)","1.2.","edmuz7-1.2","exerciții de tehnică instrumentală specifică","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2051","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Acompanierea instrumentală a unor lucrări vocale/corale *)","1.2.","edmuz7-1.2","studiul pe grupuri (partide și în ansamblu, cu creșterea graduală a tempo-ului)","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2052","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Acompanierea instrumentală a unor lucrări vocale/corale *)","1.2.","edmuz7-1.2","exerciții de coordonare a debutului, a tempo-ului și a diferențelor dinamice","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2053","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Interpretarea individuală a unor lucrări în genuri diverse (cu acompaniament preînregistrat, cu acompaniament instrumental etc.)","1.3.","edmuz7-1.3","alegerea unor piese conforme cu specificul vocii elevului (conștientizarea caracteristicilor personale)","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2054","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Interpretarea individuală a unor lucrări în genuri diverse (cu acompaniament preînregistrat, cu acompaniament instrumental etc.)","1.3.","edmuz7-1.3","utilizarea înregistrării audio-video pentru observarea aspectelor ce trebuie îmbunătățite","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2055","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Interpretarea individuală a unor lucrări în genuri diverse (cu acompaniament preînregistrat, cu acompaniament instrumental etc.)","1.3.","edmuz7-1.3","jocuri de improvizație vocală/instrumentală","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2056","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
"Asocierea textului și a mișcării scenice în exprimarea mesajelor lucrărilor muzicale","1.4.","edmuz7-1.4","analizarea mesajului verbal și a legăturilor cu exprimarea muzicală","Educație muzicală","edmuz7","cl7","Ordinul ministrului educaţiei naţionale nr. 3393 /28.02.2057","Exprimarea unor idei, sentimente, atitudini, prin interpretarea unor lucrări muzicale"
