"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Utilizarea limbajului specific în explicarea unor elemente, fenomene şi structuri geografice","1.1.","geo8-1.1","folosirea limbajului geografic pentru explicarea unui fenomen pornind de la studierea unui text, film documentar/surse mass-media","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Utilizarea limbajului specific în explicarea unor elemente, fenomene şi structuri geografice","1.1.","geo8-1.1","formularea de întrebări pe baza unui document sau material audio-video","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Utilizarea limbajului specific în explicarea unor elemente, fenomene şi structuri geografice","1.1.","geo8-1.1","utilizarea termenilor specifici pentru explicarea unor fenomene/procese geografice, pe baza observaţiilor directe şi indirecte","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Utilizarea limbajului specific în explicarea unor elemente, fenomene şi structuri geografice","1.1.","geo8-1.1","explicarea legăturilor dintre mediul natural şi activităţile umane folosind terminologia adecvată","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Utilizarea limbajului specific în explicarea unor elemente, fenomene şi structuri geografice","1.1.","geo8-1.1","transpunerea unui text într-un tabel sintetic recapitulativ","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","caracterizarea geografică a unor unităţi teritoriale","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","evidenţierea particularităţilor unei regiuni geografice","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","enunţarea, într-o frază, a ideii principale dintr-un text citit/audiat","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","elaborarea schemei logice de producere/manifestare a unui proces sau fenomen","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","formularea concluziilor după lectura unui text","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","realizarea fişelor bibliografice","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Prezentarea structurată a informaţiei geografice","1.2.","geo8-1.2","elaborarea unui eseu restrâns sau extins pe o temă dată","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Prezentarea realităţii geografice utilizând mijloace şi limbaje specifice"
"Reprezentarea unor elemente geografice pe un suport cartografic dat","2.1.","geo8-2.1","utilizarea semnelor convenţionale pentru reprezentarea unor elemente pe o hartă (fizică, topografică, tematică)","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Raportarea realităţii geografice spaţiale şi temporale la reprezentări cartografice"
"Reprezentarea unor elemente geografice pe un suport cartografic dat","2.1.","geo8-2.1","construirea/desenarea unei schiţe de hartă pe o temă dată","Geografie","geo8","cl8","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Raportarea realităţii geografice spaţiale şi temporale la reprezentări cartografice"
