"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Identificarea numerelor naturale în contexte variate","1.1.","mat5-1.1","scrierea și citirea numerelor naturale în sistemul de numerație zecimal","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea numerelor naturale în contexte variate","1.1.","mat5-1.1","identificarea unor numere naturale într-o diagramă, într-un grafic sau într-un tabel care conțin date referitoare la o situație practică","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea numerelor naturale în contexte variate","1.1.","mat5-1.1","identificarea unui număr natural pe baza unor condiții impuse cifrelor sale","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea numerelor naturale în contexte variate","1.1.","mat5-1.1","identificarea unei metode aritmetice adecvate pentru rezolvarea unei probleme date","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea fracțiilor ordinare sau zecimale în contexte variate","1.2.","mat5-1.2","utilizarea unor reprezentări grafice variate pentru ilustrarea fracțiilor echiunitare, subunitare, supraunitare","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea fracțiilor ordinare sau zecimale în contexte variate","1.2.","mat5-1.2","verificarea echivalenței a două fracții prin diferite reprezentări","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea fracțiilor ordinare sau zecimale în contexte variate","1.2.","mat5-1.2","scrierea unui procent sub formă de fracție ordinară (de exemplu: 20% se scrie 20/100)","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea fracțiilor ordinare sau zecimale în contexte variate","1.2.","mat5-1.2","identificarea unor date statistice din diagrame, tabele sau grafice","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea noțiunilor geometrice elementare și a unităților de măsură în diferite contexte","1.3.","mat5-1.3","observarea unor figuri geometrice pe modele fizice/desene","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea noțiunilor geometrice elementare și a unităților de măsură în diferite contexte","1.3.","mat5-1.3","descrierea și identificarea unor elemente ale figurilor și ale corpurilor geometrice","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea noțiunilor geometrice elementare și a unităților de măsură în diferite contexte","1.3.","mat5-1.3","identificarea unor segmente congruente sau unghiuri congruente în configurații cu axe de simetrie","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Identificarea noțiunilor geometrice elementare și a unităților de măsură în diferite contexte","1.3.","mat5-1.3","alegerea unității de măsură pentru estimarea lungimilor/distanțelor, ariilor și volumelor în diferite situații practice","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Identificarea unor date, mărimi și relații matematice, în contextul în care acestea apar"
"Efectuarea de calcule cu numere naturale folosind operațiile aritmetice și proprietățile acestora","2.1.","mat5-2.1","efectuarea operațiilor aritmetice cu numere naturale","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu numere naturale folosind operațiile aritmetice și proprietățile acestora","2.1.","mat5-2.1","efectuarea de calcule utilizând factorul comun","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu numere naturale folosind operațiile aritmetice și proprietățile acestora","2.1.","mat5-2.1","efectuarea operațiilor cu puteri utilizând regulile de calcul specifice","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu numere naturale folosind operațiile aritmetice și proprietățile acestora","2.1.","mat5-2.1","reprezentarea datelor dintr-o problemă, în vederea aplicării unei metode aritmetice adecvate","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","introducerea și scoaterea întregilor dintr-o fracție ordinară","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","înmulțirea și împărțirea unei fracții zecimale cu un număr finit de zecimale nenule cu 10, 100, 1000","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","scrierea unei fracții zecimale cu un număr finit de zecimale nenule ca un produs dintre un număr zecimal și o putere a lui 10; scrierea unei fracții zecimale cu un număr finit de zecimale nenule ca un cât dintre un număr zecimal și o putere a lui 10","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","calcularea unei fracții echivalente cu o fracție dată, prin amplificare sau simplificare","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","simplificarea unei fracții ordinare în vederea obținerii unei fracții ireductibile (prin simplificări succesive, dacă este cazul)","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Efectuarea de calcule cu fracții folosind proprietăți ale operațiilor aritmetice","2.2.","mat5-2.2","efectuarea de operații cu numere răționale exprimate sub formă de fracție zecimală și/sau ordinară","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Utilizarea instrumentelor geometrice pentru a măsura sau pentru a construi configurații geometrice","2.3.","mat5-2.3","construcția unor figuri geometrice cu dimensiuni date","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
"Utilizarea instrumentelor geometrice pentru a măsura sau pentru a construi configurații geometrice","2.3.","mat5-2.3","măsurarea unor lungimi pe modele sau obiecte din realitatea înconjurătoare (utilizând instrumente de măsură adecvate)","Matematică","mat5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","prelucrarea unor date matematice de tip cantitativ, calitativ, structural, cuprinse în diverse surse informaționale "
