"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Planificarea acțiunilor specifice dezvoltării personale din perspectiva autoeficacității","1.1.","consEd7-1.1","evaluarea resurselor personale semnificative pentru dezvoltarea autoeficacității și încrederii în sine prin: „Harta mentală”, „Scrisoarea/E-mailul abilităților personale”, „Istoria punctului meu forte”, texte cu titlul: „Am încredere în mine”, „Am câștigat încrederea în mine”, completarea unor fraze lacunare, cum ar fi: „Eu pot/nu pot să…, Cele mai puternice calități ale mele sunt…, Cu siguranță, am de îmbunătățit…, Îmi exprim convingerea că…”","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Planificarea acțiunilor specifice dezvoltării personale din perspectiva autoeficacității","1.1.","consEd7-1.1","compuneri creative despre realizările și performanțele personale: „Povestea mea de succes în 20 de rânduri”, „Povestea mea de succes poate fi scrisă pe un bob de orez”","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Planificarea acțiunilor specifice dezvoltării personale din perspectiva autoeficacității","1.1.","consEd7-1.1","exerciții individuale și de grup pentru construirea hărții cu abilităţile de viaţă independentă și responsabilă, pe baza vizionării unor scurte filme motivaționale/inspiraționale despre performanță și succes","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Autoevaluarea stilului de viață sănătos în raport cu mediul de viaţă","1.2.","consEd7-1.2","completarea unor grile de autoevaluare despre stilul de viaţă sănătos","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Autoevaluarea stilului de viață sănătos în raport cu mediul de viaţă","1.2.","consEd7-1.2","realizarea unor campanii de comunicare, responsabilizare prin afişe/postere, pliante, prezentări cu ajutorul noilor tehnologii, discuții cu persoane cheie privind dezvoltarea durabilă, texte și desene despre efectele negative ale comportamentelor de risc pentru starea de sănătate","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Autoevaluarea stilului de viață sănătos în raport cu mediul de viaţă","1.2.","consEd7-1.2","propunerea unui plan de acțiune pentru dezvoltarea stilului de viaţă în raport cu mediul de viaţă: comportamente sănătoase, obiceiuri zilnice, situaţii de criză, violența în școală/familie/comunitate","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Autoevaluarea stilului de viață sănătos în raport cu mediul de viaţă","1.2.","consEd7-1.2","prezentarea rezultatelor proiectelor în echipă: „Internetul, beneficii și riscuri”, „Cum am intrat în contact cu Internetul”, „Internetul, educația și viața de familie”, „Programul unei zile online și offline”, „Siguranța pe Internet”, “Jocuri video, aplicații online și timpul alocat”, ” Rețele de socializare în viața mea”","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Adoptarea atitudinilor pozitive față de sine şi a unui stil de viaţă sănătos și echilibrat"
"Manifestarea empatiei în raport cu diferenţele individuale şi de grup","2.1.","consEd7-2.1","discuţii în perechi/echipe pe baza unor proverbe și zicători care reflectă comportamente empatice","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Manifestarea empatiei în raport cu diferenţele individuale şi de grup","2.1.","consEd7-2.1","exerciții pentru identificarea asemănărilor dintre propria persoană şi un coleg/un personaj literar sau de film: „Cinci caracteristici pe care le avem în comun”","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Manifestarea empatiei în raport cu diferenţele individuale şi de grup","2.1.","consEd7-2.1","discuții cu invitați la clasă, discutarea unor secvențe de film pe tema emoțiilor trăite, a reacțiilor și a comportamentelor față de diversitate (spre exemplu, față de copii percepuți ca fiind „diferiți” față de majoritatea)","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Manifestarea empatiei în raport cu diferenţele individuale şi de grup","2.1.","consEd7-2.1","jocuri de rol în vederea experimentării emoțiilor trăite şi a comportamentelor adoptate de către alte persoane","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Exprimarea asertivă în interacţiuni, şcolare, familiale şi comunitare","2.2.","consEd7-2.2","identificarea modalităţilor de comunicare ale persoanelor pasive, asertive și agresive utilizând suporturi diverse: povești, versuri ale unor cântece cunoscute, secvențe de film","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Exprimarea asertivă în interacţiuni, şcolare, familiale şi comunitare","2.2.","consEd7-2.2","discuţii pe marginea „Decalogului asertivităţii” pentru explicarea celor 10 caracteristici ale comunicării asertive","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Exprimarea asertivă în interacţiuni, şcolare, familiale şi comunitare","2.2.","consEd7-2.2","exerciții de formulare a unor răspunsuri de tip pasiv, agresiv și asertiv pentru diferite situaţii: „Un coleg uită să îți înapoieze o carte”, „Un prieten dorește să mergeți la film, dar tu preferi să mergeți în parc”","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Relaţionarea armonioasă cu ceilalţi în contexte școlare și extrașcolare"
"Integrarea în programul zilnic a unor rutine privind autodisciplina și stilul de viață sănătos","3.1.","consEd7-3.1","identificarea unor activități care se repetă cu regularitate în viața elevilor, utilizând studii de caz, interviul","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Reflectarea asupra motivației și eficacității strategiilor pentru progres în învățare"
"Integrarea în programul zilnic a unor rutine privind autodisciplina și stilul de viață sănătos","3.1.","consEd7-3.1","realizarea unui program zilnic și săptămânal care să integreze echilibrat activități de învățare, activități de relaxare și de stil de viață sănătos și analiza acestuia în perechi, grup de discuție etc.","Consiliere și dezvoltare personală","consEd7","cl7","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Reflectarea asupra motivației și eficacității strategiilor pentru progres în învățare"
