"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei prezentări","1.1.","tecInfo6-1.1","explorarea elementelor de interfață ale unei aplicații de prezentare în scopul identificării principalelor facilități ale acesteia","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei prezentări","1.1.","tecInfo6-1.1","analiza unei prezentări model din perspectiva structurii și efectelor utilizate și modificarea acesteia la nivel de conținut și de aspect","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei prezentări","1.1.","tecInfo6-1.1","realizarea unei prezentări noi, pe o temă atractivă, aplicând efecte de animație obiectelor și de tranziție diapozitivelor și expunerea prezentării ","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei animații grafice","1.2.","tecInfo6-1.2","explorarea elementelor de interfață ale unei aplicații pentru copii dedicate animațiilor 3D în scopul identificării principalelor facilități ale acesteia","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei animații grafice","1.2.","tecInfo6-1.2","realizarea unei animații care să ilustreze un fenomen/model cu 2-3 obiecte, cu efecte de poziționare, mișcare, sunet  - ","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Utilizarea eficientă a instrumentelor specializate în scopul realizării unei animații grafice","1.2.","tecInfo6-1.2","testarea și depanarea unor animații","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Aplicarea operațiilor specifice pentru comunicarea prin Internet","1.3.","tecInfo6-1.3","identificarea elementelor de interfață ale unei aplicații de comunicare prin Internet","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Aplicarea operațiilor specifice pentru comunicarea prin Internet","1.3.","tecInfo6-1.3","crearea unui cont de poștă electronică și comunicarea cu colegii aplicând neticheta","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Aplicarea operațiilor specifice pentru comunicarea prin Internet","1.3.","tecInfo6-1.3","exersarea funcțiilor de atașare de fișiere, retrimitere și redirecționare, de organizare a mesajelor existente în contul de email în dosare și categorii ","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
"Aplicarea operațiilor specifice pentru comunicarea prin Internet","1.3.","tecInfo6-1.3","ilustrarea principalelor caracteristici ale virușilor și malware, utilizarea programelor antivirus ","Informatică şi TIC","tecInfo6","cl6","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Utilizarea responsabilă și eficientă a tehnologiei informației și comunicațiilor"
