"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","selectarea unor enunțuri/ imagini corespunzătoare subiectului unui text audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","formularea unor întrebări și răspunsuri orale la întrebări legate de tema și mesajul textului audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","alegerea răspunsurilor corecte la întrebări legate de mesajul textului audiat, dintr-o pereche/ serie de variante date","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","selectarea/ formularea unor titluri potrivite textelor scurte audiate","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","povestirea orală, cu întrebări de sprijin, a unui fragment audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","executarea unor instrucțiuni în diferite tipuri de activități","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","audierea unor scurte emisiuni informative accesibile copiilor (prognoza meteo, spoturi publicitare, anunțuri, emisiuni de tipul „Cum se fabrică” etc.)","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","audierea unor povești, descrieri, instrucțiuni și indicații și manifestarea reacțiilor corespunzătoare la acestea","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea semnificației unui mesaj oral din texte accesibile variate","1.1.","lbcomRom2-1.1","ilustrarea printr-o imagine/ serii de imagini/ bandă desenată a mesajului transmis de un text audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea unor informații variate dintr-un text audiat","1.2.","lbcomRom2-1.2","identificarea personajelor dintr-un text audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea unor informații variate dintr-un text audiat","1.2.","lbcomRom2-1.2","precizarea locului și timpului acțiunii prezentate într-un text audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea unor informații variate dintr-un text audiat","1.2.","lbcomRom2-1.2","identificarea enunțurilor adevărate/ false referitoare la textul audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea unor informații variate dintr-un text audiat","1.2.","lbcomRom2-1.2","formularea de răspunsuri la întrebări referitoare la textul audiat („Cine?, Ce?, Cu cine?, Cum?, Unde?, De ce?, Din ce cauză?, Cu ce scop?” etc.)","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
"Identificarea unor informații variate dintr-un text audiat","1.2.","lbcomRom2-1.2","ordonarea cronologică a imaginilor care reprezintă momente ale acțiunii textului audiat","Comunicare în limba română","lbcomRom2","cl2","Ordin al ministrului educației naționale nr. 3418/19.03.2013","Receptarea de mesaje orale în contexte de comunicare cunoscute"
