"nume","ids","cod","activitate","disciplină","coddisc","nivel","act normativ","competență generală"
"Explicarea rolului personalităților din Vechiul Testament în devenirea umanității/istoria mântuirii","1.1.","relOrt5-1.1","lecturarea unor texte biblice referitoare la credința în Dumnezeu, manifestată de persoane din Vechiul Testament","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Explicarea rolului personalităților din Vechiul Testament în devenirea umanității/istoria mântuirii","1.1.","relOrt5-1.1","exerciții de recunoaştere a unor persoane sau motive ale Vechiului Testament, în diferite picturi, sculpturi, opere literar-poetice, filme ","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Explicarea rolului personalităților din Vechiul Testament în devenirea umanității/istoria mântuirii","1.1.","relOrt5-1.1","realizarea de organizatoare grafice de diferite tipuri (de exemplu, tabele cronologice, scheme) pentru sistematizarea informațiilor referitoare la viața persoanelor biblice din Vechiul Testament ","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Explicarea rolului personalităților din Vechiul Testament în devenirea umanității/istoria mântuirii","1.1.","relOrt5-1.1","povestirea unor evenimente biblice „pas cu pas” pornind ” pornind de la un cuvânt, simbol, pretext,utilizând tehnici interactive (de exemplu, „Pânza de păianjen”, „Răspunde, Aruncă, Întreabă”)","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Explicarea rolului personalităților din Vechiul Testament în devenirea umanității/istoria mântuirii","1.1.","relOrt5-1.1","participarea la jocuri de rol/dramatizare pe tema unor evenimente din Vechiul Testament (de exemplu, vinderea lui Iosif de către frații săi) ","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Descrierea unor aspecte caracteristice religiei proprii, utilizând concepte specifice","1.2.","relOrt5-1.2","participarea la discuții pe diferite teme: credința în Dumnezeu, crearea lumii şi a omului, libertatea omului, Decalogul, proroci şi prorocii","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Descrierea unor aspecte caracteristice religiei proprii, utilizând concepte specifice","1.2.","relOrt5-1.2","vizionarea unor documentare ştiințifice, cu argumentări biblice, pe tema apariției universului şi a omului","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Descrierea unor aspecte caracteristice religiei proprii, utilizând concepte specifice","1.2.","relOrt5-1.2","lecturarea unor texte biblice reprezentative referitoare la modalitățile prin care Dumnezeu S-a descoperit omului în Vechiul Testament","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Descrierea unor aspecte caracteristice religiei proprii, utilizând concepte specifice","1.2.","relOrt5-1.2","realizarea unor desene, colaje pe temele studiate (de exemplu, „Zilele creației”, „Ecologie – păstrarea şi îngrijirea lumii pe care Dumnezeu a creat-o pentru om”)","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Identificarea mesajului moral-religios din texte sau suporturi expresive date (biblice, religioase, literare, plastice, istorice)","1.3.","relOrt5-1.3","exerciții de definire a unor termeni abordați în cadrul diferitelor teme (de exemplu, religie, altar, templu, proroc), utilizând dicționare sau alte surse de informare","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
"Identificarea mesajului moral-religios din texte sau suporturi expresive date (biblice, religioase, literare, plastice, istorice)","1.3.","relOrt5-1.3","exerciții de corelare a informațiilor religioase cu cele dobândite la alte discipline de studiu (de exemplu, istorie, biologie, geografie) referitoare la evenimentele şi persoanele biblice studiate","Religie cultul ortodox","relOrt5","cl5","Ordinul ministrului educației naționale 3393 / 28.02.2017","Utilizarea conceptelor specifice religiei proprii, în conexiune cu diferite manifestări ale credinței"
